cycle,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct
1,(794.0889282226562-3.2270660400390625j),(370.4117431640625-8.886198043823242j),(2.1427764169844137+0.042693218713409024j),(0.12611587766156057-0.040296400517177006j),(0.07285694672824204-0.0017983959072147451j),0.06123359021000344,0.0785415394665875
1,(793.3109130859375-1.2535400390625j),(373.3266906738281-10.016510009765625j),(2.1235391705292557+0.05361768075715155j),(0.13020174071742724-0.03649685527689274j),(0.07058809591951037-0.0026747643007718393j),0.06123359021000344,0.0785415394665875
1,(791.3477172851562-2.164600372314453j),(373.2899169921875-10.158791542053223j),(2.118516725435536+0.05185505565140533j),(0.13661747901899784-0.030680967983675506j),(0.06870828653301578-0.0014512236266612248j),0.06123359021000344,0.0785415394665875
1,(791.6217041015625-1.67523193359375j),(372.9471435546875-9.358805656433105j),(2.1213878292858945+0.04874262961059471j),(0.14456886734639-0.022724523827594708j),(0.06974398231471023-0.0016693434178260014j),0.06123359021000344,0.0785415394665875
1,(789.3660888671875+0.8782501220703125j),(376.30755615234375-12.087715148925781j),(2.095425011794233+0.06964290339671995j),(0.15316850707945837-0.012677706164666614j),(0.06831774364686541-0.0019118499989635527j),0.06123359021000344,0.0785415394665875
1,(786.3369750976562-3.1643199920654297j),(378.8592834472656-6.9154767990112305j),(2.074999451411707+0.02952360166644873j),(0.1615392714706378-0.0008888386416645846j),(0.06767554493854801-0.0014466114373911296j),0.06123359021000344,0.0785415394665875
1,(788.16552734375-12.86734390258789j),(377.7784423828125-12.256266593933105j),(2.0852270675784803+0.03359046870567717j),(0.16894504004602778+0.011948421936428977j),(0.06691509330476904-0.001784316685844947j),0.06123359021000344,0.0785415394665875
1,(786.4725952148438-12.741315841674805j),(378.04278564453125-11.930362701416016j),(2.079372579682196+0.03191795660044338j),(0.17490843936901299+0.024837924561638115j),(0.06556706273592502-0.0015738153087077426j),0.06123359021000344,0.0785415394665875
1,(785.1378784179688-14.369651794433594j),(378.178466796875-10.65605354309082j),(2.075526900543946+0.020485761797879413j),(0.1792696238810192+0.03659972857486798j),(0.06439505445174244-0.0017509530089849846j),0.06123359021000344,0.0785415394665875
1,(785.4972534179688-16.246252059936523j),(378.722900390625-9.293670654296875j),(2.073872364112463+0.007994326902466098j),(0.18215679489704117+0.04602828141865849j),(0.06351203588309211-0.0017540011483316985j),0.06123359021000344,0.0785415394665875
1,(786.2279663085938-19.420560836791992j),(379.2268981933594-6.081176280975342j),(2.0735269322763914-0.01796042968132608j),(0.1838707400317053+0.05204852302000095j),(0.0623359931787332-0.0015933367405324055j),0.06123359021000344,0.0785415394665875
1,(785.2853393554688-35.04928207397461j),(378.3692626953125-18.70540428161621j),(2.0749552258010513+0.009946881689269268j),(0.18471820274661213+0.05384197881955398j),(0.06098026533784173-0.001497754007670912j),0.06123359021000344,0.0785415394665875
1,(786.7382202148438-39.095115661621094j),(377.2874755859375-16.63013458251953j),(2.085763756702894-0.011684945739223903j),(0.18485014469108293+0.0509370610947291j),(0.0598920293837172-0.0007490751126787028j),0.06123359021000344,0.0785415394665875
1,(786.3684692382812-41.59526062011719j),(377.1087646484375-12.900958061218262j),(2.086587799385085-0.03891789400037566j),(0.18416556265101877+0.04327244560026991j),(0.05961530451375806-0.0006586026026646734j),0.06123359021000344,0.0785415394665875
1,(785.9019165039062-46.55145263671875j),(378.1954650878906-7.787938594818115j),(2.0796838417314913-0.08026273549743418j),(0.1823293345475132+0.031237645120401707j),(0.05972888065547393+3.5207557226046165e-05j),0.06123359021000344,0.0785415394665875
1,(785.5234985351562-59.01457977294922j),(377.90618896484375+3.406684398651123j),(2.077043829531906-0.1748857640129267j),(0.1789239306330141+0.015671737840070237j),(0.058743728041167315+0.0006806864329956983j),0.06123359021000344,0.0785415394665875
1,(790.869140625-71.61802673339844j),(374.5173645019531+18.153169631958008j),(2.0975053122142033-0.2928953551081177j),(0.17371020472670076-0.002223038032585215j),(0.059656645201767826+0.0017615177042216872j),0.06123359021000344,0.0785415394665875
1,(799.2280883789062-89.12052154541016j),(363.84490966796875+38.128662109375j),(2.147367408360862-0.4699715822313716j),(0.16692087768993297-0.0210929095317086j),(0.060638928081981444+0.0030998665442751373j),0.06123359021000344,0.0785415394665875
1,(816.7861938476562-109.6132583618164j),(346.37091064453125+58.91714096069336j),(2.2394996482010074-0.6973974066321098j),(0.159479857473058-0.03975617548408642j),0j,0.06123359021000344,0.0785415394665875
1,(840.7657470703125-126.00379180908203j),(322.256103515625+77.64595794677734j),(2.376803977869614-0.9636838841360272j),(0.15307346694773719-0.05752943365835525j),0j,0.06123359021000344,0.0785415394665875
1,(867.9268798828125-135.00978088378906j),(293.59234619140625+93.46387481689453j),(2.5512814393477092-1.2720441619079972j),(0.15011785250380236-0.07435326684692704j),0j,0.06123359021000344,0.0785415394665875
1,(891.8309326171875-124.38066101074219j),(265.2347717285156+104.17214965820312j),(2.7534967476676018-1.5503937647853159j),(0.15382166238075234-0.090464110729232j),0j,0.06123359021000344,0.0785415394665875
1,(908.4796752929688-86.82498931884766j),(238.0891876220703+115.28448486328125j),(2.947964205220491-1.7920995420857664j),(0.16858675369656678-0.10530132158780889j),0j,0.06123359021000344,0.0785415394665875
1,(916.740966796875-22.02081298828125j),(212.74435424804688+132.9334716796875j),(3.052593042867241-2.0109234170467407j),(0.2006531594414991-0.11508327230828425j),0j,0.06123359021000344,0.0785415394665875
1,(924.1373901367188+104.130859375j),(167.8393096923828+152.8760986328125j),(3.3182369729638963-2.4019895227748913j),(0.2576136283941189-0.10792550502462556j),0j,0.06123359021000344,0.0785415394665875
1,(891.9586181640625+277.4584655761719j),(125.05872344970703+160.77206420898438j),(3.76391383152256-2.620158926811956j),(0.3419208547678545-0.05553491866890622j),0j,0.06123359021000344,0.0785415394665875
1,(818.0379028320312+445.4875183105469j),(74.75972747802734+158.91049194335938j),(4.278283128359843-3.1350643748531044j),(0.42663261514776313+0.09315510510268438j),0j,0.06123359021000344,0.0785415394665875
2,(-1+1j),(-1+1j),(1+0j),(0.5022858662719889-1.3475676234626137j),(0.10233117265908057-0.004575257369873965j),0.06561684946388616,0.0886832084583472
2,(834.7174072265625-32.73925018310547j),(128.8122100830078-37.186546325683594j),(6.0493287648940965+1.4922063214974295j),(0.7954255796324059+0.5414415120278349j),(0.08516392932365888-0.0012057658937874955j),0.06561684946388616,0.0886832084583472
2,(773.1637573242188-37.20861053466797j),(384.7188720703125-81.36779022216797j),(1.9432165638321928+0.314272670162577j),(0.3941231915967594+0.4296604068406783j),(0.0861982153733556-0.0010128118391448027j),0.06561684946388616,0.0886832084583472
2,(832.528076171875-49.34514617919922j),(325.76617431640625-68.24525451660156j),(2.4785569821300157+0.36776257127236667j),(0.27365910825853373-0.08725662606673744j),(0.08605223680798221-0.0025521684351510615j),0.06561684946388616,0.0886832084583472
2,(811.5180053710938-52.009132385253906j),(346.83587646484375-60.135169982910156j),(2.2967315327954507+0.2482592332204658j),(-0.054207756077929194-0.03122014173179744j),(0.08595568075140653-0.0014242766063001866j),0.06561684946388616,0.0886832084583472
2,(811.7112426757812-55.871986389160156j),(346.2884216308594-54.464942932128906j),(2.312210381878203+0.2023238887888609j),(-0.09563028943171305-0.03578555997983512j),(0.08687054247640824-0.0011869845805402585j),0.06561684946388616,0.0886832084583472
2,(812.3831787109375-56.80539321899414j),(346.619384765625-55.52779769897461j),(2.310686400177691+0.20628371319795724j),(0.1737721143430819-0.12964950231066616j),(0.08404331632651607-0.0023180010638651667j),0.06561684946388616,0.0886832084583472
2,(810.2008666992188-60.514793395996094j),(347.8994445800781-50.03436279296875j),(2.306152711458588+0.15772398858337713j),(0.1999016958727698+0.2109080759776415j),(0.08492723889364417-0.0013433956015008609j),0.06561684946388616,0.0886832084583472
2,(811.3507080078125-63.991065979003906j),(347.6303405761719-47.737613677978516j),(2.3155590285814664+0.13390142039622638j),(-0.044757788691841056+0.3284948379632337j),(0.08435311877507322-0.0019176106198129667j),0.06561684946388616,0.0886832084583472
2,(807.6363525390625-62.235740661621094j),(351.7949523925781-48.80904006958008j),(2.2764823301462696+0.1389365489065794j),(-0.19182992213816927+0.28889521086663894j),(0.08378629610574945-0.0018366538143324619j),0.06561684946388616,0.0886832084583472
2,(808.9317016601562-55.648109436035156j),(350.8542785644531-40.028038024902344j),(2.2938445178986244+0.10309119300929437j),(-0.21965263703215976+0.2629742795532695j),(0.0836120599161551-0.0017756955138352936j),0.06561684946388616,0.0886832084583472
2,(806.59521484375-56.0843505859375j),(352.56427001953125-40.87533187866211j),(2.2756509906039524+0.10475718056443784j),(-0.1707317927752637+0.2760329047103953j),(0.08224385169083853-0.0019703780903147917j),0.06561684946388616,0.0886832084583472
2,(807.5753784179688-55.95903396606445j),(354.1327819824219-39.675537109375j),(2.2696459536729328+0.09626442404792938j),(-0.06994257551169697+0.28890804734184483j),(0.08128818459091534-0.0022764152421489367j),0.06561684946388616,0.0886832084583472
2,(804.7639770507812-56.87442398071289j),(354.4584045410156-40.034141540527344j),(2.259701201301087+0.09476647561783964j),(0.04934903800102237+0.2600274666115047j),(0.08309020163741443-0.0024054439950619865j),0.06561684946388616,0.0886832084583472
2,(804.2770385742188-56.33518600463867j),(356.3574523925781-38.697879791259766j),(2.2476014073475166+0.08598732219525768j),(0.14220816638903105+0.18089531954367116j),(0.08026896775252286-0.0020522921987312323j),0.06561684946388616,0.0886832084583472
2,(803.409423828125-36.44748306274414j),(358.8793029785156-30.73914337158203j),(2.2309931695725984+0.08953242934628564j),(0.1793637624917126+0.07953721427342277j),(0.07847393100248179-0.0016058220605766175j),0.06561684946388616,0.0886832084583472
2,(804.0595703125-36.5341911315918j),(356.9907531738281-30.692398071289062j),(2.2445336510184495+0.09063520240289055j),(0.16491907191939165-0.007006407851454632j),(0.07806057370636338-0.0029232748310007504j),0.06561684946388616,0.0886832084583472
2,(800.8486938476562-36.89954376220703j),(360.9698181152344-29.667984008789062j),(2.2120618400474954+0.07958524533927545j),(0.1246040906338046-0.05983007370601226j),(0.07658282084958225-0.002320657927290093j),0.06561684946388616,0.0886832084583472
2,(798.8326416015625-38.505680084228516j),(363.2635192871094-27.809417724609375j),(2.1942993495735346+0.06198394814070054j),(0.08309571394307731-0.08198631814102028j),(0.07530456613958374-0.002146016696806317j),0.06561684946388616,0.0886832084583472
2,(797.8390502929688-35.92750549316406j),(365.56634521484375-32.13943862915039j),(2.1743083636371185+0.0928792958247975j),(0.05270545341670159-0.08641067906474381j),(0.07429596041925625-0.0023288421894635224j),0.06561684946388616,0.0886832084583472
2,(795.4970092773438-37.934974670410156j),(366.2618103027344-29.54911231994629j),(2.1661920348186783+0.07118972368827753j),(0.0354471757575784-0.08479058813384786j),(0.07288794628776908-0.002437561165269429j),0.06561684946388616,0.0886832084583472
2,(794.1148681640625+1.3231163024902344j),(369.0784606933594-12.630001068115234j),(2.1489761136101873+0.07712367408075399j),(0.02935735573103675-0.08367864911878202j),(0.07092287992279236-0.0023680980719726773j),0.06561684946388616,0.0886832084583472
2,(793.7262573242188+0.8181228637695312j),(371.1670227050781-12.474263191223145j),(2.1359744588347533+0.07399049148508563j),(0.032754612536127985-0.08505287532484905j),(0.06974762596229282-0.002350555197045372j),0.06561684946388616,0.0886832084583472
2,(791.3067626953125+0.4985389709472656j),(372.3922119140625-11.957757949829102j),(2.1226966464300645+0.06949992733963135j),(0.04536878377212691-0.08758635912072707j),(0.06801128102101119-0.0020938271930281633j),0.06561684946388616,0.0886832084583472
2,(789.4004516601562+0.6207542419433594j),(375.71038818359375-11.615771293640137j),(2.0990301978488706+0.06654755829211284j),(0.0673236088969081-0.08739799406488587j),(0.06876825666950837-0.001899080105650389j),0.06561684946388616,0.0886832084583472
2,(787.8326416015625+0.028240203857421875j),(377.3663330078125-10.94205379486084j),(2.0859571558058145+0.06055891481974478j),(0.09713710451000362-0.07897494236948072j),(0.06601104220767247-0.0017652046636594605j),0.06561684946388616,0.0886832084583472
2,(784.640625-1.5029182434082031j),(379.3932189941406-9.794280052185059j),(2.0668709540162116+0.049396230016021746j),(0.13012271299332484-0.05721246523382647j),(0.06698816787396394-0.0013979929112374818j),0.06561684946388616,0.0886832084583472
2,(785.640869140625-12.568355560302734j),(378.52960205078125-13.541271209716797j),(2.074040649155537+0.04099227982652685j),(0.15873671446833057-0.020309589573264557j),(0.06543638506015426-0.0015060605083670182j),0.06561684946388616,0.0886832084583472
2,(783.3253784179688-12.922006607055664j),(381.3844909667969-11.681985855102539j),(2.0530110322182735+0.02900285536951909j),(0.17542445830236691+0.028269180115735235j),(0.06559010903792763-0.0014727429905657691j),0.06561684946388616,0.0886832084583472
2,(785.4606323242188-14.924478530883789j),(379.78375244140625-10.754400253295898j),(2.0676334393809235+0.019252216574076695j),(0.17646009096026696+0.080603959057248j),(0.06488135067879286-0.0014437708587369637j),0.06561684946388616,0.0886832084583472
2,(784.8723754882812-16.982555389404297j),(381.57330322265625-8.304166793823242j),(2.056931719665983+0.00025826936364620423j),(0.1640852793652687+0.1277203556627984j),(0.06384518871597335-0.0013112806657127362j),0.06561684946388616,0.0886832084583472
2,(785.3859252929688-19.845823287963867j),(378.7882995605469-5.702889919281006j),(2.0737352903463133-0.021171559984018814j),(0.14545924166207802+0.1631878891106799j),(0.06309583295492864-0.0005256593324557718j),0.06561684946388616,0.0886832084583472
2,(785.702880859375-37.03827667236328j),(377.64141845703125-17.734970092773438j),(2.080570060330499-0.00036920970441148396j),(0.12938488935277206+0.18445887178569859j),(0.062212234838799764-0.001115186328640623j),0.06561684946388616,0.0886832084583472
2,(785.2601318359375-39.36970138549805j),(376.0019836425781-14.070103645324707j),(2.0894391162719197-0.02651868046641699j),(0.12294871810333423+0.1915136123201778j),(0.061687290078731236-0.0006385682865561979j),0.06561684946388616,0.0886832084583472
2,(787.9354858398438-44.44041442871094j),(376.4810485839844-7.697892665863037j),(2.094433436882441-0.07521677583055883j),(0.12933361256002074+0.18439642319567984j),(0.062072922399211486+2.8075641102295693e-05j),0.06561684946388616,0.0886832084583472
2,(786.4744262695312-48.790679931640625j),(375.9082946777344-6.286975860595703j),(2.093782692237825-0.09477609085149721j),(0.1466984245708747+0.1618000149675377j),(0.06114220795108377+0.00037371733024405083j),0.06561684946388616,0.0886832084583472
2,(788.0977783203125-58.020530700683594j),(375.16314697265625+4.708250999450684j),(2.0984087682817387-0.18098890157286981j),(0.16789820859636473+0.12212871580496502j),(0.06151514697089136+0.0013402819712741807j),0.06561684946388616,0.0886832084583472
2,(791.3749389648438-74.23564147949219j),(369.418212890625+20.788272857666016j),(2.1241848346756327-0.320487109978789j),(0.1819338287415626+0.06684860088996718j),(0.0639963862182961+0.0018495279943389366j),0.06561684946388616,0.0886832084583472
2,(801.158935546875-91.50163269042969j),(361.77069091796875+38.701568603515625j),(2.162740238755169-0.4842931636270219j),(0.17841460053941+0.00357673170933899j),(0.06315476379487336+0.0032294798417243707j),0.06561684946388616,0.0886832084583472
2,(821.4511108398438-111.68997955322266j),(342.5624694824219+60.508052825927734j),(2.26956090593218-0.7269234458674563j),(0.15386604710994492-0.05510344808342926j),0j,0.06561684946388616,0.0886832084583472
2,(846.6784057617188-128.01467895507812j),(317.5610046386719+74.2740478515625j),(2.4385098918247348-0.9734591931358675j),(0.1149279414650777-0.09839877029433136j),0j,0.06561684946388616,0.0886832084583472
2,(870.9415283203125-134.16395568847656j),(290.9156188964844+91.97577667236328j),(2.5891817508096877-1.2797730131415992j),(0.07449330752463136-0.12459801110107468j),0j,0.06561684946388616,0.0886832084583472
2,(894.0811157226562-124.50023651123047j),(262.7349853515625+103.6541519165039j),(2.7828844470652654-1.5717654167785675j),(0.04476067411866225-0.14196132981432286j),0j,0.06561684946388616,0.0886832084583472
2,(910.847900390625-86.12548065185547j),(234.67027282714844+113.62067413330078j),(3.0003516706592737-1.819691326747951j),(0.036900754763029966-0.16272638648408336j),0j,0.06561684946388616,0.0886832084583472
2,(918.9575805664062-23.898815155029297j),(209.81881713867188+132.3559112548828j),(3.0816575897504097-2.05784409382408j),(0.07262585361466281-0.1911339533994978j),0j,0.06561684946388616,0.0886832084583472
2,(925.4285278320312+104.73468017578125j),(166.73521423339844+150.18045043945312j),(3.376651827699199-2.413241942533148j),(0.19379598530276318-0.18477348595159424j),0j,0.06561684946388616,0.0886832084583472
2,(895.7176513671875+276.73260498046875j),(123.60470581054688+156.20277404785156j),(3.8798207865077154-2.664187924894158j),(0.3623400485485652+0.03139979013140294j),0j,0.06561684946388616,0.0886832084583472
2,(819.150634765625+444.1943054199219j),(80.90486145019531+155.00234985351562j),(4.41997294689589-2.9777183140745334j),(0.06247012164572667+0.4962008765985919j),0j,0.06561684946388616,0.0886832084583472
3,(649.273681640625-23.115520477294922j),(508.4493713378906-93.80135345458984j),(1.243048545505202+0.18386120776364842j),(0.11346865221974725-0.2794541635871317j),(0.07713539390276401-0.0008479617952507979j),0.06062991544979002,0.07802409378290423
3,(820.0451049804688-42.766334533691406j),(338.7879943847656-76.3647689819336j),(2.3305686156604777+0.39909029138798097j),(0.1376168926451397+0.023305670765057934j),(0.07878682104378872-0.0003233764820404094j),0.06062991544979002,0.07802409378290423
3,(809.5147094726562-42.68937683105469j),(349.48675537109375-75.76546478271484j),(2.2376127768645433+0.36294478478059083j),(0.004452096260120562+0.012577377814799803j),(0.07962866720896378-0.00046577232265878325j),0.06062991544979002,0.07802409378290423
3,(803.0692749023438-49.79474639892578j),(356.8416442871094-68.70968627929688j),(2.195945581573238+0.28328528134470116j),(0.03761516981043439-0.07324654662496374j),(0.0788948756606638-0.0009688384722142056j),0.06062991544979002,0.07802409378290423
3,(803.1592407226562-51.79595184326172j),(355.1174011230469-59.08162307739258j),(2.224368985157212+0.22421705574278433j),(0.1342007656125541-0.07189277308745387j),(0.07714373475431997-0.0005768923863433298j),0.06062991544979002,0.07802409378290423
3,(803.8187866210938-56.16218566894531j),(354.7278747558594-54.84817123413086j),(2.2370141624087645+0.187563354613218j),(0.2002925271515027-0.012585789876405431j),(0.07923476343575257-9.799435953005861e-05j),0.06062991544979002,0.07802409378290423
3,(803.9326782226562-58.61470031738281j),(356.4568176269531-52.605201721191406j),(2.231021075060476+0.16481270795018352j),(0.22587315106007155+0.05096546315319921j),(0.07804263175287751-0.0012367039644999498j),0.06062991544979002,0.07802409378290423
3,(799.7865600585938-62.09779357910156j),(359.5660705566406-50.182464599609375j),(2.2054553308112683+0.13510003991798372j),(0.22964913910350862+0.0944267241108416j),(0.0781450655601998-0.001065573429509338j),0.06062991544979002,0.07802409378290423
3,(801.1085205078125-64.06546020507812j),(357.2010192871094-45.435325622558594j),(2.2294805186053104+0.10423182218575647j),(0.22686784901816698+0.11426801202714551j),(0.07562011025796188-0.0011063815508890128j),0.06062991544979002,0.07802409378290423
3,(799.3728637695312-63.87397003173828j),(359.51007080078125-46.94679641723633j),(2.2090374719281196+0.11079873882862869j),(0.22377355246665764+0.1145724011978924j),(0.07506108802834353-0.0010614703087087967j),0.06062991544979002,0.07802409378290423
3,(801.3694458007812-56.073978424072266j),(359.8099365234375-40.97446060180664j),(2.2162089629688944+0.09653426681340394j),(0.22078627344003088+0.10099527353533698j),(0.07772323323970169-0.00012803424995146815j),0.06062991544979002,0.07802409378290423
3,(796.877197265625-57.63154983520508j),(364.5220947265625-40.682518005371094j),(2.1766211288805333+0.08482031371662514j),(0.21621354776081378+0.07903814219866043j),(0.07395897720443868-0.0002927092336312346j),0.06062991544979002,0.07802409378290423
3,(796.15087890625-57.86638641357422j),(365.40509033203125-39.61127471923828j),(2.1704781279418577+0.07692563603557633j),(0.20858239814343815+0.05359325924959561j),(0.07524941309359874-0.0014633495133853024j),0.06062991544979002,0.07802409378290423
3,(797.7421264648438-60.502471923828125j),(362.8746643066406-35.75058364868164j),(2.1935311542545666+0.04937668251536583j),(0.19759483363271776+0.02860518066333461j),(0.07730826622936404-0.0008260695646463906j),0.06062991544979002,0.07802409378290423
3,(793.5167846679688-61.400413513183594j),(367.7412414550781-35.353973388671875j),(2.153956662757823+0.0401111198840362j),(0.1841184148839769+0.006770374305426539j),(0.07519311566164519-0.0009113470582042918j),0.06062991544979002,0.07802409378290423
3,(795.1768798828125-39.406402587890625j),(366.7074890136719-29.941667556762695j),(2.1627782686391064+0.06913080886042977j),(0.16968989681523478-0.010543398422105978j),(0.0764714591660502-0.0011291262107393678j),0.06062991544979002,0.07802409378290423
3,(797.8772583007812-41.69245910644531j),(365.44085693359375-27.284992218017578j),(2.1796952722868217+0.04865495769889057j),(0.15594314763527292-0.02309317484327605j),(0.075307779428368-0.0017230907988357417j),0.06062991544979002,0.07802409378290423
3,(794.953857421875-40.17070007324219j),(368.3142395019531-26.995555877685547j),(2.15477589876511+0.048867709079344436j),(0.14420872782835914-0.0313689963206133j),(0.07478959949576637-0.0016354874048944534j),0.06062991544979002,0.07802409378290423
3,(796.8403930664062-40.83146286010742j),(366.3017883300781-27.07626724243164j),(2.1717393408180223+0.049060999660175575j),(0.1353499074896897-0.03617157170407735j),(0.07356791946772732-0.00136496503819752j),0.06062991544979002,0.07802409378290423
3,(792.813232421875-39.71576690673828j),(368.98876953125-28.925968170166016j),(2.1438735066591432+0.06042961669557769j),(0.12977644603707164-0.03827999642299655j),(0.07279763315982578-0.0015355753261342751j),0.06062991544979002,0.07802409378290423
3,(794.3577270507812-40.716400146484375j),(369.46221923828125-28.024534225463867j),(2.146049602824894+0.05257815112320489j),(0.12753786795896963-0.03825874751054218j),(0.07199838556304035-0.0018599215683948824j),0.06062991544979002,0.07802409378290423
3,(792.63623046875-1.0987701416015625j),(371.8753356933594-10.154950141906738j),(2.1299492403204487+0.05520871170540324j),(0.1284188983856726-0.03639769386107288j),(0.07036904403921775-0.002470547733500058j),0.06062991544979002,0.07802409378290423
3,(790.7949829101562-1.3418750762939453j),(372.8930969238281-9.725165367126465j),(2.1193538926903126+0.05167484236244446j),(0.1320033578487357-0.03275382430637176j),(0.07000384851861625-0.0013320671836247048j),0.06062991544979002,0.07802409378290423
3,(790.806640625-2.3014755249023438j),(374.03045654296875-10.496789932250977j),(2.11279275503341+0.05314023456478011j),(0.13771112525170331-0.027258855023187485j),(0.06895952699064212-0.002107248982417501j),0.06062991544979002,0.07802409378290423
3,(788.6907958984375+1.2395000457763672j),(376.4868469238281-11.9932279586792j),(2.0926410040418024+0.06995468993969291j),(0.1448328824604462-0.01985823519776505j),(0.06819942798025312-0.0017290437742798728j),0.06062991544979002,0.07802409378290423
3,(788.6763305664062-2.236917495727539j),(377.4001770019531-6.492514610290527j),(2.0892450719936217+0.03001465645473164j),(0.15258724958867398-0.01064720025924361j),(0.06743838002237675-0.001837894439923773j),0.06062991544979002,0.07802409378290423
